c:\Users\xander\Documents\github_repositories\NIST-alloy-data-API\code_examples\python\alloys-api-python-examples\cpcsv\Ta_CP_data.csvTemperature: K,Heat capacity at constant pressure Cp: J/K/mol,Uncertainty,Pressure,Ref Temp,Data Set ID,State,Representation,Method,Description,Purity,Purity Units,Year
57.56,12.971,0.064855,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
84.53,18.275,0.091375,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
123.67,21.725,0.108625,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
143.95,22.662,0.11331,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
164.24,23.298,0.11649,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
184.83,23.854,0.11927,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
204.2,24.207,0.121035,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
219.54,24.407,0.122035,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
235.06,24.728,0.12364,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
255.29,24.921,0.124605,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
275.22,25.124,0.12562,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
294.22,25.186,0.12593,None kPa,N/A,5354,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
61.32,14.077,0.070385,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
93.21,19.32,0.0966,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
134.24,22.234,0.11117,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
154.34,22.98,0.1149,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
174.56,23.606,0.11803,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
195.34,24.041,0.120205,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
215.14,24.415,0.122075,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
224.92,24.531,0.122655,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
245.45,24.805,0.124025,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
265.5,25.038,0.12519,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
285.24,25.211,0.126055,None kPa,N/A,5355,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
53.0,11.76,0.0588,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
55.0,12.34,0.0617,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
60.0,13.64,0.0682,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
65.0,14.81,0.07405,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
70.0,15.9,0.0795,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
75.0,16.86,0.0843,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
80.0,17.65,0.08825,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
85.0,18.41,0.09205,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
90.0,19.03,0.09515,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
95.0,19.58,0.0979,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
100.0,20.0,0.1,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
105.0,20.37,0.10185,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
110.0,20.79,0.10395,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
115.0,21.17,0.10585,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
120.0,21.5,0.1075,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
125.0,21.79,0.10895,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
130.0,22.05,0.11025,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
135.0,22.3,0.1115,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
140.0,22.55,0.11275,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
145.0,22.76,0.1138,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
150.0,22.92,0.1146,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
155.0,23.09,0.11545,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
160.0,23.22,0.1161,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
165.0,23.34,0.1167,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
170.0,23.51,0.11755,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
175.0,23.64,0.1182,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
180.0,23.76,0.1188,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
185.0,23.84,0.1192,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
190.0,23.97,0.11985,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
195.0,24.1,0.1205,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
200.0,24.18,0.1209,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
205.0,24.26,0.1213,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
210.0,24.35,0.12175,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
215.0,24.43,0.12215,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
220.0,24.51,0.12255,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
225.0,24.6,0.123,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
230.0,24.64,0.1232,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
235.0,24.72,0.1236,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
240.0,24.77,0.12385,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
245.0,24.85,0.12425,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
250.0,24.89,0.12445,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
255.0,24.93,0.12465,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
260.0,25.02,0.1251,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
265.0,25.06,0.1253,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
270.0,25.14,0.1257,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
275.0,25.18,0.1259,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
280.0,25.23,0.12615,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
285.0,25.23,0.12615,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
290.0,25.27,0.12635,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
295.0,25.27,0.12635,None kPa,N/A,5356,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
80.0,17.61,0.08805,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
85.0,18.32,0.0916,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
90.0,18.95,0.09475,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
95.0,19.49,0.09745,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
100.0,19.95,0.09975,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
105.0,20.33,0.10165,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
110.0,20.75,0.10375,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
115.0,21.13,0.10565,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
120.0,21.46,0.1073,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
125.0,21.75,0.10875,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
130.0,22.05,0.11025,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
135.0,22.3,0.1115,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
140.0,22.51,0.11255,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
145.0,22.67,0.11335,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
150.0,22.84,0.1142,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
155.0,23.01,0.11505,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
160.0,23.13,0.11565,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
165.0,23.3,0.1165,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
170.0,23.47,0.11735,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
175.0,23.64,0.1182,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
180.0,23.72,0.1186,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
185.0,23.84,0.1192,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
190.0,23.93,0.11965,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
195.0,24.01,0.12005,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
200.0,24.1,0.1205,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
205.0,24.18,0.1209,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
210.0,24.26,0.1213,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
215.0,24.35,0.12175,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
220.0,24.43,0.12215,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
225.0,24.51,0.12255,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
230.0,24.6,0.123,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
235.0,24.68,0.1234,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
240.0,24.72,0.1236,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
245.0,24.77,0.12385,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
250.0,24.85,0.12425,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
255.0,24.89,0.12445,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
260.0,24.93,0.12465,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
265.0,24.97,0.12485,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
270.0,25.02,0.1251,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
275.0,25.1,0.1255,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
280.0,25.18,0.1259,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
285.0,25.23,0.12615,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
290.0,25.27,0.12635,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
295.0,25.31,0.12655,None kPa,N/A,5357,['C'],A,Vacuum adiabatic calorimetry,origin: commercial source,,,1940
53.0,11.34,0.0567,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
55.0,11.88,0.0594,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
60.0,13.14,0.0657,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
65.0,14.39,0.07195,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
70.0,15.56,0.0778,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
75.0,16.57,0.08285,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
80.0,17.4,0.087,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
85.0,18.11,0.09055,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
90.0,18.74,0.0937,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
95.0,19.33,0.09665,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
100.0,19.87,0.09935,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
105.0,20.37,0.10185,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
110.0,20.83,0.10415,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
115.0,21.25,0.10625,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
120.0,21.67,0.10835,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
125.0,22.05,0.11025,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
130.0,22.42,0.1121,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
135.0,22.76,0.1138,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
140.0,23.09,0.11545,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
145.0,23.38,0.1169,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
150.0,23.68,0.1184,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
155.0,24.01,0.12005,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
160.0,24.35,0.12175,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
165.0,24.68,0.1234,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
170.0,25.02,0.1251,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
175.0,25.35,0.12675,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
180.0,25.64,0.1282,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
185.0,25.98,0.1299,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
190.0,26.35,0.13175,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
195.0,26.73,0.13365,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
200.0,27.11,0.13555,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
205.0,27.48,0.1374,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
210.0,27.9,0.1395,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
215.0,28.28,0.1414,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
220.0,28.7,0.1435,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
225.0,29.12,0.1456,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
230.0,29.45,0.14725,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
235.0,29.83,0.14915,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
240.0,30.2,0.151,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
245.0,30.54,0.1527,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
250.0,30.91,0.15455,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
255.0,31.29,0.15645,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
260.0,31.63,0.15815,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
265.0,31.96,0.1598,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
270.0,32.3,0.1615,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
275.0,32.55,0.16275,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
280.0,32.21,0.16105,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
285.0,31.75,0.15875,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
290.0,31.29,0.15645,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
295.0,30.83,0.15415,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
300.0,30.37,0.15185,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
310.0,29.79,0.14895,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
320.0,29.7,0.1485,None kPa,N/A,5358,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
74.92,16.874,0.08437,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
123.55,21.876,0.10938,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
163.79,24.606,0.12303,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
194.75,26.899,0.134495,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
204.1,27.398,0.13699,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
214.72,28.31,0.14155,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
224.98,29.091,0.145455,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
228.46,29.455,0.147275,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
232.86,29.719,0.148595,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
235.3,29.932,0.14966,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
244.83,30.491,0.152455,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
255.27,31.443,0.157215,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
265.35,32.033,0.160165,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
270.3,32.247,0.161235,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
274.82,32.522,0.16261,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
279.71,32.253,0.161265,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
284.73,32.044,0.16022,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
285.28,31.582,0.15791,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
289.5,31.332,0.15666,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
294.09,30.741,0.153705,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
298.99,30.694,0.15347,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
302.9,30.263,0.151315,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
306.64,29.813,0.149065,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
310.61,29.553,0.147765,None kPa,N/A,5359,['C'],A,Vacuum adiabatic calorimetry,"origin: commercial source,99.85 weight % (total),stated by supplier,powder",99.85,Weight %,1940
